"stt","mamh","tenmh","tenmh_en","sotc","lt","th","loaimonhoc","semester","is_open","management_unit","description","mamh_old","equivalent_mh","prerequisite_mh","previous_mh"
"381","CS529","Các vấn đề nghiên cứu và ứng dụng trong khoa học máy tính","Selected Topics for Researching and Application in Computer Science","4","4","0","CNTC","","True","KHMT","","","","",""
"382","CS530","Đồ án chuyên ngành","Undergraduate Research Project","3","3","0","CNTC","","True","KHMT","","","","",""
"383","CS531","Đồ họa trong video game","Computer Graphics in Video Games","4","3","1","CN","","True","KHMT","","","","",""
"384","CS532","Thị giác máy tính trong tương tác người-máy","Computer Vision in Human-Computer Interaction","4","3","1","CN","","True","KHMT","Môn học này giới thiệu các hướng tiếp cận về tương tác người-máy dựa trên các phương pháp, kĩ thuật thị giác máy tính. Trong đó, tập trung vàocác phương pháp phân tích, nhận dạng cử chỉ, hành động, biểu cảm khuôn mặt của người điều khiển thông qua hình ảnh và video (bao gồm cả video 2D thông thường và video độ sâu).","","","",""
"385","CS534","Lập trình Javascript và ứng dụng","JavaScript Programming and Applications","4","3","1","CNTC","","True","KHMT","","","","",""
"386","CS535","Tổng hợp tiếng nói","Speech Synthesis","4","3","1","CNTC","","True","KHMT","Tiếng nói là phương tiện giao tiếp tự nhiên nhất trong trao đổi và tiếp nhận thông tin hàng ngày giữa người với người. Trong môn học này, các kỹ thuật và mô hình học trong xử lý ngôn ngữ nói được trình bày thông qua các lý thuyết nền tảng về nhận dạng tiếng nói (Speech Recognition), tổng hợp tiếng nói (Speech Synthesis) và các hệ thống giao tiếp giữa người và máy qua tiếng nói (Dialog).","","","","CS221
CS114"
"387","CS5423","Nguyên lý các hệ cơ sở dữ liệu","Principles of Database Systems","4","3","1","CSN","","True","HTTT","Khái quát về các hệ quản trị cơ sở dữ liệu, mô hình thực thể mối kết hợp, ngôn nữ truy vấn có cấu trúc, đại số quan hệ, thiết kế CSDL quan hệ với các định lý về chuẩn hóa, các ràng buộc toàn vẹn CSDL và nguyên lý các hệ CSDL với internet.","","","",""
"388","CS5433","Các hệ cơ sở dữ liệu phân tán","Distributed Database Systems","3","3","0","CSN","","True","HTTT","Khái quát về các hệ quản trị CSDL, kiến trúc hệ quản trị CSDL phân tán, thiết kế CSDL phân tán, khái quát về xử lý truy vấn, giới thiệu về quản lý giao dịch, kiểm soát đồng thời phân tán và SQL server.","","","","CS5423
CS4283
MSIS4013"
"389","CS551","Thực tập","Internship","2","2","0","TTTN","","True","KHMT","","","","",""
"390","CS553","Đồ án tốt nghiệp","Capstone Project","6","6","0","TN","","True","KHMT","","","","",""
"391","CS554","Đồ án tốt nghiệp tại doanh nghiệp","Industry Capstone Project","10","10","0","TN","","True","KHMT","","","","",""
"392","CSBU001","Lập trình","Programming","4","3","1","CN","","True","KHMT","","","CSBU101","",""
"393","CSBU002","Mạng máy tính","Networking","4","3","1","CN","","True","KHMT","","","","",""
"394","CSBU003","Thực hành nghề nghiệp","Professional Practice","4","4","0","CN","","True","KHMT","","","","",""
"395","CSBU004","Toán cho tin học","Maths for Computing","4","3","1","CN","","True","KHMT","","","","",""
"396","CSBU005","Bảo mật","Security","4","3","1","CN","","True","KHMT","","","","",""
"397","CSBU006","Quản lý dự án máy tính thành công","Managing a Successful Computing Project","4","4","0","CN","","True","KHMT","","","","",""
"398","CSBU007","Thiết kế và phát triển cơ sở dữ liệu","Database Design and Development","4","3","1","CN","","True","KHMT","","","","",""
"399","CSBU008","Kiến trúc máy tính","Computer Systems Architecture","4","3","1","CN","","True","KHMT","","","CSBU102","",""
"400","CSBU009","Dự án nghiên cứu","Computing Research Project","8","4","4","CN","","True","KHMT","","","","",""
"401","CSBU010","Công nghệ kinh doanh thông minh","Business Intelligence","4","3","1","CN","","True","KHMT","","","","",""
"402","CSBU011","Toán rời rạc","Discrete Maths","4","4","0","CN","","True","KHMT","","","CSBU110","",""
"403","CSBU012","Cấu trúc dữ liệu và giải thuật","Data Structures and Algorithms","4","3","1","CN","","True","KHMT","","","CSBU104","",""
"404","CSBU013","Lập trình nâng cao","Advanced Programming","4","3","1","CN","","True","KHMT","","","CSBU107","",""
"405","CSBU014","Máy học","Machine Learning","4","3","1","CN","","True","KHMT","","","","",""
"406","CSBU015","Điện toán đám mây","Cloud Computing","4","3","1","CN","","True","KHMT","","","","",""
"407","CSBU016","Thực tập","Internship","0","0","0","TTTN","","True","KHMT","","","","",""
"408","CSBU101","Lập trình máy tính","Computer Programming","65","40","25","CN","","True","KHMT","","","","",""
"409","CSBU102","Hệ thống máy tính","Computer Systems","65","40","25","CN","","True","KHMT","","","","",""
"410","CSBU103","Phát triển và thiết kế web","Website Design and Development","65","40","25","CN","","True","KHMT","","","","",""
"411","CSBU104","Cấu trúc dữ liệu và giải thuật","Data Structures and Algorithms","65","40","25","CN","","True","KHMT","","","","",""
"412","CSBU105","Mạng máy tính căn bản","Network Fundamentals","65","40","25","CN","","True","KHMT","","","","",""
"413","CSBU106","Đồ án đổi mới sáng tạo","Innovation Project","80","48","32","CN","","True","KHMT","","","","",""
"420","CSBU201","Thiết kế trải nghiệm người dùng","User Experience Design","65","40","25","CN","","True","KHMT","","","","",""
"421","CSBU202","Phát triển ứng dụng cho thiết bị di động và thiết bị đeo","Mobile and Wearable Application Development","80","48","32","CN","","True","KHMT","","","","",""
"422","CSBU203","Điện toán đám mây","Cloud Computing","65","40","25","CN","","True","KHMT","","","","",""
"423","CSBU204","Trí tuệ nhân tạo và máy học","Artificial Intelligence and Machine Learning","65","40","25","CN","","True","KHMT","","","","",""
"424","CSBU205","Dự án cá nhân","Individual Honours Project","80","48","32","CN","","True","KHMT","","","","",""
"425","CSC01","Tin học đại cương","Introduction to informatics","4","3","1","CN","","True","KHMT","","","IT001","",""
"426","CSC11","Khoa học máy tính I","Computer science I","4","4","0","CN","","True","KHMT","","","","",""
"427","CSC12","Khoa học máy tính II","Computer science II","4","4","0","CN","","True","KHMT","","","","",""
"428","CSC21","Tin học đại cương (TE)","Introduction to informatics","5","5","0","CN","","True","KHMT","","","IT001
CSC01","",""
"429","CSKI1","Kỹ năng truyền thông làm việc nhóm","Teamwork and communication skills","4","4","0","CN","","True","KHMT","","","","",""
"430","CU001","Văn hóa doanh nghiệp Nhật","Japanese Corporate Culture","2","2","0","CN","","True","KTTT","","","","",""
"431","DAI015","Thực hành văn bản Tiếng Việt","Vietnamese Language Practice","2","2","0","CN","","True","PĐTĐH","","","","",""
"432","DBSS0","Cơ sở dữ liệu","Cơ sở dữ liệu","3","3","0","CHUA_PHAN_LOAI","","True","Chưa rõ","","","","",""
"433","DBSS1","Cơ sở dữ liệu","Database","4","3","1","ĐC","","True","TTNN","","","IT004","",""
"434","DS005","Giới thiệu ngành Khoa học Dữ liệu","Introduction to Data Science","1","1","0","ĐC","","True","KTTT","Môn học trình bày về sự cần thiết của Khoa học Dữ liệu (KHDL) trong các doanh nghiệp, tổ chức; Phân biệt ngành KHDL và các chuyên ngành, ứng dụng của KHDL trong thực tiễn và tầm ảnh hưởng của KHDL; Vị trí và cơ hội nghề nghiệp; Định hướng phát triển KHDL trong tương lai.","","CS005
IE005
IS005
SE005
CE005
NT005
NT015
EC005
AI001","",""
"435","DS101","Thống kê và xác suất chuyên sâu","Advanced Statistics and Probability","3","2","1","CN","","True","KTTT","Môn học cung cấp cho sinh viên những kiến thức cơ sở và chuyên sâu về xác suất và thống kê Toán học. Sinh viên có khả năng sử dụng các nguyên lý thống kê kết hợp với các định đề về xác suất để giải quyết các bài toán từ thực tế: các bài toán phân tích và dự báo về các đại lượng ngẫu nhiên và quá trình ngẫu nhiên.","","","MA005","MA006
MA003"
"436","DS102","Học máy thống kê","Statistical Machine Learning","4","3","1","CN","","True","KTTT","Môn học nhằm cung cấp cho sinh viên những kiến thức nền tảng và nâng cao về học máy, đặc biệt là học máy thống kê, học từ dữ liệu như: phân tích dữ liệu thống kê, các phương pháp chọn mẫu dữ liệu, hồi qui tuyến tính, logistics, các phương pháp học có giám sát, không giám sát. Thêm vào đó, người học cũng được trang bị kiến thức liên quan những khó khăn khi học từ dữ liệu: không cân bằng dữ liệu, quá khớp, nhiễu. Thông qua những ví dụ thực tế, người học dễ dàng nắm bắt những kiến thức về học máy thống kê và dễ dàng áp dụng những phương pháp học máy thống kê vào những lĩnh vực ứng dụng khác nhau.","","","",""
"437","DS103","Thu thập và tiền xử lý dữ liệu","Getting and Cleaning Data","4","3","1","CN","","True","KTTT","Môn học cung cấp những cách thức để thu thập và xử lý dữ liệu nhằm phục vụ cho những mục đích sử dụng dữ liệu về sau. Môn học trình bày những điều cơ bản cần thiết để thu thập dữ liệu bao gồm lấy dữ liệu thô từ web, API, cơ sở dữ liệu và từ các nguồn khác nhau ở những định dạng khác nhau, làm sạch dữ liệu và làm cho dữ liệu mang tính sẵn sàng để chia sẻ. Dữ liệu sẵn sàng sẽ đem lại hiệu quả đáng kể trong phân tích dữ liệu.","","DS108","",""
"438","DS104","Tính toán song song và phân tán","Parallel and Distributed Computing","4","3","1","CN","","True","KTTT","Môn học giới thiệu tổng quan về khái niệm, mô hình và những thách thức của hệ thống xử lý song song và xử lý phân bố. Môn học đề cập đến một số phương pháp và nền tảng cụ thể hỗ trợ giải quyết các bài toán dữ liệu lớn trên mô hình xử lý song song và xử lý phân bố.","","","","IT004"
"439","DS105","Phân tích và trực quan dữ liệu","Data Analytics and Visulization","4","3","1","CN","","True","KTTT","Môn học nhằm cung cấp cho sinh viên những kiến thức nền tảng về quy trình thu thập và xử lý dữ liệu cùng các kỹ thuật, công cụ phân tích, trực quan hoá dữ liệu.","","DS111","","MA005
IT001
DS103"
"440","DS106","Tối ưu hóa và ứng dụng","Optimization and Applications","3","2","1","CN","","True","KTTT","Môn học cung cấp cho sinh viên những kiến thức cơ sở và nâng cao về tối ưu hóa và ứng dụng. Sinh viên có khả năng sử dụng các nguyên lý của lý thuyết về tối ưu kết hợp với các phương pháp xử lý bằng máy tính để giải quyết các bài toán các bài toán ứng dụng thực tế. Bên cạnh việc trang bị cho sinh viên kiến thức về Tối ưu và ứng dụng, sinh viên cũng sẽ được làm quen với các công cụ như phần mềm MATLAB và MAPLE để có thể giải quyết các bài toán phong phú của thực tế.","","","","MA003"
